strategy_id,strategy_name,symbol,name,entry_type,signal_date,entry_date,exit_date,score,entry_price,exit_price,stop_price,hold_days,return_pct,max_favorable_excursion_pct,max_adverse_excursion_pct,exit_reason,signal_close,signal_low
box_rebound_v1,箱体反抽 V1,300918.SZ,南山智尚,box,2023-06-30,2023-07-03,2023-07-28,0.460018,13.72,13.82,12.8968,20,0.7288629737609353,2.769679300291528,-5.612244897959196,max_hold,13.73,12.01
box_rebound_v1,箱体反抽 V1,300918.SZ,南山智尚,box,2023-07-28,2023-07-31,2023-08-23,0.463683,13.72,12.8968,12.8968,18,-5.999999999999995,5.32069970845479,-6.632653061224492,stop_loss,13.82,12.95
box_rebound_v1,箱体反抽 V1,300918.SZ,南山智尚,box,2024-11-05,2024-11-06,2024-12-03,0.53044,11.0,12.5,10.34,20,13.636363636363647,16.454545454545453,-2.6363636363636256,max_hold,10.68,9.64
box_rebound_v1,箱体反抽 V1,300919.SZ,中伟新材,box,2025-08-18,2025-08-19,2025-09-15,0.544266,35.51,43.5,33.3794,20,22.50070402703464,30.89270627992116,-1.7741481272880777,max_hold,35.5,33.71
box_rebound_v1,箱体反抽 V1,300919.SZ,中伟新材,box,2025-11-07,2025-11-10,2025-11-18,0.473483,50.2,47.188,47.188,7,-6.000000000000005,4.482071713147406,-7.370517928286857,stop_loss,49.35,43.2
box_rebound_v1,箱体反抽 V1,300920.SZ,润阳科技,box,2023-10-12,2023-10-13,2023-10-23,0.559841,19.68,18.4992,18.4992,7,-6.000000000000005,0.3556910569105787,-6.504065040650408,stop_loss,19.75,18.63
box_rebound_v1,箱体反抽 V1,300920.SZ,润阳科技,box,2023-10-25,2023-10-26,2023-11-22,0.595181,19.8,21.5,18.612,20,8.585858585858585,13.08080808080807,-0.9090909090909038,max_hold,19.97,18.4
box_rebound_v1,箱体反抽 V1,300920.SZ,润阳科技,box,2023-11-28,2023-11-29,2023-12-05,0.4608,22.08,20.7552,20.7552,5,-5.999999999999995,0.9057971014492904,-6.023550724637672,stop_loss,22.15,21.0
box_rebound_v1,箱体反抽 V1,300920.SZ,润阳科技,box,2025-02-19,2025-02-20,2025-02-27,0.516805,19.76,18.5744,18.5744,6,-6.000000000000005,5.010121457489869,-6.629554655870451,stop_loss,19.73,17.9
box_rebound_v1,箱体反抽 V1,300920.SZ,润阳科技,box,2025-07-30,2025-07-31,2025-08-04,0.46255,55.45,52.123,52.123,3,-6.000000000000005,0.0901713255184732,-6.221821460775479,stop_loss,55.1,47.25
box_rebound_v1,箱体反抽 V1,300921.SZ,南凌科技,box,2022-08-08,2022-08-09,2022-08-25,0.521785,20.25,19.035,19.035,13,-5.999999999999995,7.407407407407418,-6.271604938271603,stop_loss,20.17,18.01
box_rebound_v1,箱体反抽 V1,300921.SZ,南凌科技,box,2024-08-14,2024-08-15,2024-08-28,0.450476,19.28,18.1232,18.1232,10,-6.000000000000005,7.883817427385886,-8.81742738589213,stop_loss,19.61,16.31
box_rebound_v1,箱体反抽 V1,300921.SZ,南凌科技,box,2025-12-01,2025-12-02,2025-12-03,0.453623,25.0,23.5,23.5,2,-6.000000000000005,0.0799999999999911,-7.9999999999999964,stop_loss,24.98,22.69
box_rebound_v1,箱体反抽 V1,300921.SZ,南凌科技,box,2026-01-05,2026-01-06,2026-02-02,0.480818,25.0,27.65,23.5,20,10.599999999999987,21.4,-2.599999999999991,max_hold,25.2,22.36
box_rebound_v1,箱体反抽 V1,300925.SZ,法本信息,box,2023-01-03,2023-01-04,2023-01-13,0.586856,13.94,13.103599999999998,13.103599999999998,8,-6.000000000000005,3.1563845050215367,-6.599713055954092,stop_loss,14.0,11.56
box_rebound_v1,箱体反抽 V1,300925.SZ,法本信息,box,2023-01-19,2023-01-20,2023-02-23,0.454032,14.61,14.03,13.733399999999998,20,-3.969883641341543,10.130047912388784,-5.270362765229297,max_hold,14.5,13.02
box_rebound_v1,箱体反抽 V1,300926.SZ,博俊科技,box,2022-07-28,2022-07-29,2022-08-02,0.560626,27.0,25.38,25.38,3,-6.000000000000005,2.629629629629626,-6.851851851851853,stop_loss,27.5,22.96
box_rebound_v1,箱体反抽 V1,300926.SZ,博俊科技,box,2024-04-01,2024-04-02,2024-04-03,0.464659,29.55,27.777,27.777,2,-6.000000000000005,1.1844331641285957,-7.884940778341798,stop_loss,29.41,24.7
box_rebound_v1,箱体反抽 V1,300926.SZ,博俊科技,box,2025-02-24,2025-02-25,2025-03-24,0.505358,26.7,31.42,25.098,20,17.677902621722865,22.47191011235956,-0.3370786516853963,max_hold,27.01,24.15
box_rebound_v1,箱体反抽 V1,300926.SZ,博俊科技,box,2025-07-17,2025-07-18,2025-07-30,0.531713,28.21,26.5174,26.5174,9,-6.000000000000005,2.516838000708965,-7.97589507266927,stop_loss,28.3,25.61
box_rebound_v1,箱体反抽 V1,300926.SZ,博俊科技,box,2025-08-13,2025-08-14,2025-09-10,0.626224,28.41,28.63,26.7054,20,0.774375219992951,10.03167898627244,-3.625483984512501,max_hold,28.38,25.83
box_rebound_v1,箱体反抽 V1,300926.SZ,博俊科技,box,2025-08-25,2025-08-26,2025-08-28,0.476772,30.69,28.8486,28.8486,3,-6.000000000000005,1.2056044314108672,-8.11339198435973,stop_loss,30.69,26.77
box_rebound_v1,箱体反抽 V1,300926.SZ,博俊科技,box,2025-09-17,2025-09-18,2025-10-13,0.509312,31.3,28.88,29.422,12,-7.731629392971251,9.584664536741204,-9.584664536741217,gap_stop,31.34,27.55
