strategy_id,strategy_name,symbol,name,signal_date,score,entry_type,signal_open,signal_high,signal_low,signal_close,eligible_execution,ret_1d_pct,vol_ratio_20,box_quality_60,handle_quality_10,alpha_vs_hs300_10d_pct,diag_highwin_shared_cls_prob,diag_highwin_shared_reg_score,branch_trend_lgbm_cls_prob,branch_trend_lgbm_reg_score
dedicated_trend,趋势专属分支,601601.SH,中国太保,2024-09-24,0.216829,trend,47.233808,50.00689,46.71576,49.930706,True,6.707913,2.206383,0.579159,0.162101,2.012733,,,0.216829,0.102832
dedicated_trend,趋势专属分支,600000.SH,浦发银行,2024-09-25,0.21534,trend,38.670095,39.838124,38.586665,39.587832,True,4.40044,2.693745,0.652393,0.09,6.713266,,,0.21534,0.109093
dedicated_trend,趋势专属分支,600015.SH,华夏银行,2024-09-25,0.208726,trend,22.301919,22.893133,22.301919,22.827442,True,3.576751,1.521432,0.711036,0.03,0.062535,,,0.208726,0.095534
dedicated_trend,趋势专属分支,603206.SH,嘉环科技,2024-09-25,0.20126,trend,13.800751,14.216436,13.644869,14.143691,True,3.106061,2.213972,0.590157,0.088562,6.884109,,,0.20126,0.07263
dedicated_trend,趋势专属分支,600031.SH,三一重工,2024-09-26,0.21732,trend,99.207296,102.118169,98.732051,102.118169,True,2.934132,1.477346,0.708915,0.049974,1.488,,,0.21732,0.111252
dedicated_trend,趋势专属分支,601216.SH,君正集团,2024-09-26,0.215614,trend,69.786367,72.071563,69.259014,71.895779,True,3.282828,1.799265,0.672907,0.053362,3.949218,,,0.215614,0.109332
dedicated_trend,趋势专属分支,002043.SZ,兔宝宝,2024-09-26,0.214851,trend,42.242885,45.790953,41.950691,45.707469,True,8.308605,2.332495,0.565228,0.105,9.58192,,,0.214851,0.130012
dedicated_trend,趋势专属分支,601919.SH,中远海控,2024-09-27,0.233534,trend,29.668393,30.092516,28.799951,29.971338,True,2.133517,1.324883,0.387501,0.06,11.797413,,,0.233534,0.141742
dedicated_trend,趋势专属分支,000021.SZ,深科技,2024-09-27,0.218441,trend,24.655707,25.978696,24.518253,25.858424,True,6.51097,2.19634,0.558452,0.126355,-2.31516,,,0.218441,0.137825
dedicated_trend,趋势专属分支,300525.SZ,博思软件,2024-09-27,0.218441,trend,115.899188,123.650407,115.345529,123.465854,True,7.383628,2.993171,0.585098,0.098467,-3.332609,,,0.218441,0.128659
dedicated_trend,趋势专属分支,601669.SH,中国电建,2024-09-30,0.223151,trend,7.031439,7.411163,6.887406,7.384975,True,8.880309,3.073002,0.39412,0.165,1.534488,,,0.223151,0.148548
dedicated_trend,趋势专属分支,601825.SH,沪农商行,2024-09-30,0.221195,trend,9.073411,9.491015,8.921554,9.402433,True,4.647887,2.955938,0.554758,0.167205,-10.986183,,,0.221195,0.122022
dedicated_trend,趋势专属分支,000902.SZ,新洋丰,2024-09-30,0.220332,trend,29.968559,31.630877,29.523713,31.607464,True,8.958838,2.522505,0.56518,0.105,-15.261191,,,0.220332,0.116669
dedicated_trend,趋势专属分支,002094.SZ,青岛金王,2024-10-08,0.183164,trend,7.815757,7.841637,7.116997,7.763997,True,9.090909,2.625154,0.24359,0.205276,3.530157,,,0.183164,0.112037
